"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN"	"LRN_det"	"LRR"	"LRR_det"	"DH"	"DH_det"	"PN"	"PN_det"	"PR"	"PR_det"	"PD"	"PD_det"	"ZNIEFF"
"*  Psammodrome d'Edwards  ( Psammodromus edwarsianus )"	"Chordata"	""	"Squamata"	"Lacertidae"	699479	"Psammodromus edwarsianus"	"Psammodromus edwarsianus (An. Dugès, 1829)"	"Psammodrome d'Edwards (Le), Psammodromme cendré"	"NT"	"pr. B(1+2)ab(iv,v)"					"FRAR3"	""					
"*  Couleuvre d'Esculape  ( Zamenis longissimus longissimus )"	"Chordata"	""	"Squamata"	"Colubridae"	699525	"Zamenis longissimus longissimus"	"Zamenis longissimus longissimus (Laurenti, 1768)"	"Couleuvre d'Esculape (La)"			"NT"	"NT pr. B2b(iii)"	"CDH4"	""	"FRAR2"	""					
"*  Lézard vivipare de Lantz  ( Zootoca vivipara louislantzi )"	"Chordata"	""	"Squamata"	"Lacertidae"	699632	"Zootoca vivipara louislantzi"	"Zootoca vivipara louislantzi Arribas, 2009"	"Lézard vivipare de Lantz (Le)"	"LC"	""					"FRAR3"	""					
"*  Lézard vivipare  ( Zootoca vivipara vivipara )"	"Chordata"	""	"Squamata"	"Lacertidae"	699636	"Zootoca vivipara vivipara"	"Zootoca vivipara vivipara (Lichtenstein, 1823)"	"Lézard vivipare (Le)"	"LC"	""			"CDH4"	""	"FRAR3"	""					
"*  Psammodrome algire de Jeanne  ( Psammodromus algirus jeanneae )"	"Chordata"	""	"Squamata"	"Lacertidae"	699657	"Psammodromus algirus jeanneae"	"Psammodromus algirus jeanneae Busack, Salvador & Lawson, 2006"	"Psammodrome algire de Jeanne (Le)"							"FRAR3"	""					
"*  Lézard catalan des Cévennes  ( Podarcis liolepis cebennensis )"	"Chordata"	""	"Squamata"	"Lacertidae"	699659	"Podarcis liolepis cebennensis"	"Podarcis liolepis cebennensis (Guillaume & Geniez in Fretey, 1986)"	"Lézard catalan des Cévennes (Le)"							"FRAR2"	""					
"*  Lézard catalan  ( Podarcis liolepis liolepis )"	"Chordata"	""	"Squamata"	"Lacertidae"	699670	"Podarcis liolepis liolepis"	"Podarcis liolepis liolepis (Boulenger, 1905)"	"Lézard catalan (Le)"							"FRAR2"	""					
"*  Lézard catalan de Saint-Sébastien  ( Podarcis liolepis sebastiani )"	"Chordata"	""	"Squamata"	"Lacertidae"	699671	"Podarcis liolepis sebastiani"	"Podarcis liolepis sebastiani (Klemmer, 1964)"	"Lézard catalan de Saint-Sébastien (Le)"							"FRAR2"	""					
"*  Lézard à deux raies  ( Lacerta bilineata bilineata )"	"Chordata"	""	"Squamata"	"Lacertidae"	699672	"Lacerta bilineata bilineata"	"Lacerta bilineata bilineata Daudin, 1802"	"Lézard à deux raies (Le)"					"CDH4"	""	"FRAR2"	""					
"*  Hémidactyle verruqueux  ( Hemidactylus turcicus turcicus )"	"Chordata"	""	"Squamata"	"Gekkonidae"	699674	"Hemidactylus turcicus turcicus"	"Hemidactylus turcicus turcicus (Linnaeus, 1758)"	"Hémidactyle verruqueux (L')"							"FRAR3"	""					
"*  La Cistude d'Europe nord-africaine  ( Emys orbicularis occidentalis )"	"Chordata"	""	"Chelonii"	"Emydidae"	699678	"Emys orbicularis occidentalis"	"Emys orbicularis occidentalis Fritz, 1993"	"La Cistude d'Europe nord-africaine (La)"					"CDH4, CDH2"	" "	"FRAR2"	""					
"*  Émyde lépreuse  ( Mauremys leprosa leprosa )"	"Chordata"	""	"Chelonii"	"Geoemydidae"	699679	"Mauremys leprosa leprosa"	"Mauremys leprosa leprosa (Schweigger, 1812)"	"Émyde lépreuse (L')"					"CDH2, CDH4"	" "	"FRAR2"	""					
"*  Vipère de Seoane  ( Vipera seoanei )"	"Chordata"	""	"Squamata"	"Viperidae"	701823	"Vipera seoanei"	"Vipera seoanei (Lataste, 1879)"	"Vipère de Seoane (La)"	"VU"	"B(1+2)ab(iii,iv,v)"			"CDH4"	"excepté les populations espagnoles"	"FRAR2"	""					
"*  Orvet de Vérone  ( Anguis veronensis )"	"Chordata"	""	"Squamata"	"Anguidae"	719483	"Anguis veronensis"	"Anguis veronensis Pollini, 1818"	"Orvet de Vérone (L')"	"DD"	""					"FRAR3"	""					
"*  Couleuvre  astreptophore  ( Natrix astreptophora )"	"Chordata"	""	"Squamata"	"Natricidae"	816906	"Natrix astreptophora"	"Natrix astreptophora (Seoane, 1884)"	"Couleuvre  astreptophore (La)"							"FRAR2"	""					
"*  Couleuvre à échelons  ( Zamenis scalaris )"	"Chordata"	""	"Squamata"	"Colubridae"	819820	"Zamenis scalaris"	"Zamenis scalaris (Schinz, 1822)"	"Couleuvre à échelons (La)"	"LC"	""					"FRAR3"	""					
"*  Couleuvre helvétique  ( Natrix helvetica )"	"Chordata"	""	"Squamata"	"Natricidae"	851674	"Natrix helvetica"	"Natrix helvetica (Lacepède, 1789)"	"Couleuvre helvétique, Couleuvre à collier"	"LC"	""	"LC"	""			"FRAR2"	""					
"*  Couleuvre helvétique  ( Natrix helvetica helvetica )"	"Chordata"	""	"Squamata"	"Natricidae"	851675	"Natrix helvetica helvetica"	"Natrix helvetica helvetica (Lacepède, 1789)"	"Couleuvre helvétique (La)"							"FRAR2"	""					
"*  Couleuvre helvétique corse  ( Natrix helvetica corsa )"	"Chordata"	""	"Squamata"	"Natricidae"	851676	"Natrix helvetica corsa"	"Natrix helvetica corsa (Hecht, 1930)"	"Couleuvre helvétique corse (La), Couleuvre à collier corse"	"NT"	"pr. B(1+2)a"			"CDH4"	""	"FRAR2"	""					
"*  -  ( Hierophis viridiflavus viridiflavus )"	"Chordata"	""	"Squamata"	"Colubridae"	951923	"Hierophis viridiflavus viridiflavus"	"Hierophis viridiflavus viridiflavus (Lacepède, 1789)"	""					"CDH4"	""	"FRAR2"	""					
"*  -  ( Natrix astreptophora astreptophora )"	"Chordata"	""	"Squamata"	"Natricidae"	969289	"Natrix astreptophora astreptophora"	"Natrix astreptophora astreptophora (Seoane, 1884)"	""							"FRAR2"	""					
